,IMMUCELL_Bn,IMMUCELL_Breg,IMMUCELL_CD4Tcm,IMMUCELL_CD4Tem,IMMUCELL_CD4Temra,IMMUCELL_CD4Tn,IMMUCELL_CD4Trm,IMMUCELL_CD8Tcm,IMMUCELL_CD8Tem,IMMUCELL_CD8Temra,IMMUCELL_CD8Tn,IMMUCELL_CD8Trm,IMMUCELL_cMo,IMMUCELL_FOB,IMMUCELL_GCB,IMMUCELL_ILC1,IMMUCELL_ILC2,IMMUCELL_ILC3,IMMUCELL_intMo,IMMUCELL_Langerhans,IMMUCELL_M0,IMMUCELL_M1,IMMUCELL_M2,IMMUCELL_MAIT,IMMUCELL_MDSC,IMMUCELL_MZB,IMMUCELL_NKT,IMMUCELL_ncMo,IMMUCELL_TAM,IMMUCELL_Tc,IMMUCELL_Tfh,IMMUCELL_Th1,IMMUCELL_Th1_17,IMMUCELL_Th17,IMMUCELL_Th2,IMMUCELL_Tr1,IMMUCELL_Treg,IMMUCELL_Basophil,IMMUCELL_cDC1,IMMUCELL_cDC2,IMMUCELL_cNK,IMMUCELL_Eosinophil,IMMUCELL_Bex,IMMUCELL_Tex,IMMUCELL_γδT,IMMUCELL_mastcell,IMMUCELL_MBC,IMMUCELL_monoDC,IMMUCELL_Neutrophil,IMMUCELL_pDC,IMMUCELL_PC,IMMUCELL_PB,IMMUCELL_NKreg,TIDE_TIDE,TIDE_IFNG,TIDE_MSI Score,TIDE_CD274,TIDE_CD8,TIDE_Dysfunction,TIDE_Exclusion,TIDE_MDSC,TIDE_CAF,TIDE_TAM M2,TIDE_CTL,IMMUNESUBTYPE_C1_Wound_Healing,IMMUNESUBTYPE_C2_IFN_gamma_Dominant,IMMUNESUBTYPE_C3_Inflammatory,IMMUNESUBTYPE_C4_Lymphocyte_Depleted,IMMUNESUBTYPE_C5_Immunologically_Quiet,IMMUNESUBTYPE_C6_TGF_beta_Dominant,IMPRES_Score,IMPRES_PDCD1_minus_TNFSF4,IMPRES_CD27_minus_PDCD1,IMPRES_CTLA4_minus_TNFSF4,IMPRES_CD40_minus_CD28,IMPRES_CD86_minus_TNFSF4,IMPRES_CD28_minus_CD86,IMPRES_CD80_minus_TNFSF9,IMPRES_CD274_minus_VSIR,IMPRES_CD86_minus_HAVCR2,IMPRES_CD40_minus_PDCD1,IMPRES_CD86_minus_CD200,IMPRES_CD40_minus_CD80,IMPRES_CD28_minus_CD276,IMPRES_CD40_minus_CD274,IMPRES_TNFRSF14_minus_CD86,IMPRES_Continuous_Sum
PD1_14,5.7809354666131955e-05,2.5470945018258175e-05,1.8777204365447064e-05,1.3507960088887389e-05,1.925812013405147e-05,7.763850101487567e-05,1.6141473109156496e-05,0.6633812296142486,2.2018149840878395e-05,2.1346604585845965e-05,4.035038172971794e-05,1.6353947885103735e-05,1.303192844048278e-05,1.3881548185363256e-05,2.9468982718346158e-05,1.6083454118790862e-05,1.5030884622009187e-05,1.8470504408567124e-05,1.4251207227650478e-05,2.635450385449719e-05,4.580770367824554e-05,2.9517583588293622e-05,3.3581880589831044e-05,1.1918632154773943e-05,7.216749275364701e-05,7.448148254147612e-05,1.881723238015631e-05,1.6304886126777348e-05,0.008970644302882512,4.008411987228925e-05,3.1216574802255334e-05,8.600468498922051e-05,2.6074339381865457e-05,7.905491811871902e-05,4.8356293471542514e-05,0.12060804852160065,2.6820800998256086e-05,3.348235157756115e-05,2.6801023007151753e-05,1.1489422437720043e-05,8.27855290562242e-05,3.183211173161478e-05,0.0020023859798935064,2.3930535601507752e-05,4.58899561672168e-05,0.10888145971503016,0.00017487438845987393,0.09383895484374769,1.3458307372988463e-05,5.7572569187870275e-05,1.2463063087816798e-05,0.0006716241480673401,1.5619335380831502e-05,-0.14538757613405084,-0.34653233763545177,0.8456493937785112,0.22837468611216183,-0.13877108766623814,-1.3826655268093249,-0.14538757613405084,0.10651017196623638,-0.17874116768519874,0.050359786657626485,-0.7569365481492971,0.0005828424182254,0.004673370392993,0.580865949392319,0.107481852173805,0.0008738287579035,0.000379900666303,7,-8.01231247664011,0.548888247039018,-5.7171509304639,-5.22926815377845,-4.74352792021295,15.7832851604191,3.83524260546479,-0.954659193270636,-0.101020959894542,13.8228015630678,-32.1149694177396,11.4847886521292,-23.6470097853182,4.49843495273941,378.867525279291,348.321047622831
PD1_16,2.5076895562021878e-05,1.750032133776114e-05,2.0147776744832786e-05,1.6059733950658834e-05,2.6554219299042833e-05,5.4822305408260386e-05,2.858390590305891e-05,0.8428280710754845,2.638057465863345e-05,2.645158817101625e-05,8.413178582512068e-05,2.355985589235748e-05,1.3571639448406334e-05,1.3517167570170694e-05,1.940501926048941e-05,1.8199875280888634e-05,1.7504953943922272e-05,1.8823671250387298e-05,1.374706434510343e-05,2.5321484300288465e-05,5.4094042647142986e-05,4.786625819200579e-05,2.85545100804846e-05,1.4272524539066096e-05,6.861876663390963e-05,2.1159023533245196e-05,2.0425684883824412e-05,1.3779509408787733e-05,0.003481836463456005,3.7215399891905256e-05,2.5967504362078866e-05,6.317841319536e-05,1.8151851257991888e-05,5.359774626188769e-05,4.166997230395268e-05,0.0001185788870359959,3.415144457433154e-05,2.2050311234825646e-05,2.1651966645587163e-05,1.4019087698320659e-05,4.36894970355855e-05,2.5507875632010298e-05,2.521464679723211e-05,3.498233147514449e-05,3.4354056135931566e-05,0.121705441861587,3.700962079028478e-05,0.030369636409111448,1.4550802214408652e-05,4.9072646611663485e-05,1.3589014666632187e-05,0.0001144847182075301,1.4196238262217352e-05,1.1812198353765042,-1.6349104573895936,0.43268995373106395,-1.1297625572542764,-1.166005800272417,-1.7744179897331582,1.1812198353765042,0.13865172649672305,-0.07193995836290562,0.11656180475080359,-1.481098033893711,0.103438805788755,6.2769338455837e-06,0.0046775277587585,0.9777991771698,0.0095972013659775,0.0001187530360766,9,-4.74392983504319,0.568591152876061,-3.13782119792119,-3.95958056388508,0.261523760504967,6.40966794422457,-1.51762974685632,-1.65739609992671,0.724360792645975,7.45554097588765,2.60707096868207,4.6667794371417,-57.4096730619927,3.70782979347706,264.076091844266,218.05142616408
PD1_17,2.7279357625463176e-05,1.6589308964110006e-05,2.02486504563178e-05,1.3950456457275334e-05,1.73109221628943e-05,6.101778951587717e-05,1.6399268521231143e-05,0.6813331899672604,2.0787955664369396e-05,1.9654393990764745e-05,3.715504741135232e-05,1.866044877178946e-05,1.4667671310698316e-05,1.057790509119768e-05,1.8603849730868393e-05,1.2699279490169403e-05,1.3528405271556962e-05,1.9880608551372745e-05,1.7608619602109174e-05,2.683853427925269e-05,8.821767508038688e-05,0.00024181745472036018,3.323406148075058e-05,1.3580457161346507e-05,0.00017268034186035738,1.339311071555723e-05,2.186619945866065e-05,2.048905966447753e-05,0.09833661369549165,9.561091146304369e-05,3.0457158289471052e-05,0.0001894338655496708,2.48041313629419e-05,8.511034897211244e-05,4.9811109308330536e-05,0.008905314768027254,3.8221494722768806e-05,7.657631680615742e-05,3.146027060942065e-05,1.4530550452906626e-05,0.002019219954694873,1.0386728352050108e-05,2.307514644992202e-05,1.9390665302735194e-05,6.685271015462028e-05,0.1287686159080584,2.9748176387301802e-05,0.07871517740724887,1.3577668001683262e-05,8.216865107650448e-05,7.880732329893871e-06,8.774822182080809e-06,1.52600084344965e-05,0.8343183738334972,-0.5319133712871196,0.17909914021335316,-0.10423604644965279,-1.0702301614078158,-0.9440653555506212,0.8343183738334972,0.05331574689178214,0.032041060458410826,0.03174077099999127,-0.9153127614915327,2.7592316200753e-06,0.280094921588898,1.61429111358302e-05,0.975921601057053,0.0013094306923449,0.0003023307945113,5,-3.83312001162037,-0.0633234911695083,-2.32272597440547,-3.72366493156595,8.10181088397527,-3.61502676038776,6.83589182946753,-9.10758356289934,1.91667938947878,4.59623920364193,-25.1582233548826,-6.01361958224862,-63.7758949148478,-3.84566446893326,184.459625206106,84.4513994597085
PD1_19,0.003991954135415587,6.389472903443706e-05,2.454896630516918e-05,2.30770168488361e-05,2.8387090732105085e-05,0.00017034136819034606,2.3297544523486686e-05,0.7574080348418885,3.3125891182335574e-05,2.779626348103853e-05,6.481039289402727e-05,2.4366328433261934e-05,2.2702014261529925e-05,2.0396159375385054e-05,6.002292522533903e-05,2.9090707896955096e-05,2.235453961366453e-05,3.166087899982693e-05,2.629234658355218e-05,4.456748515434967e-05,0.00010740367257629964,6.933294094188938e-05,9.425000202233766e-05,2.1282212814399387e-05,0.00018524422005444465,0.000125020471776414,2.9139836093457956e-05,2.6211490001409626e-05,0.01553995467030911,0.0001390763318806043,4.978366616516564e-05,0.00043979632113958406,4.538687508370645e-05,0.00010199456785261611,0.00010271953242729307,0.10028652438135267,6.068308338074665e-05,0.00010537051413502557,7.258865365501891e-05,2.0686425443478374e-05,0.000324032387176487,2.6819854335108035e-05,0.018710390755064782,3.297953158611075e-05,0.00011651456364988988,0.020305433079017162,0.0011097612416678586,0.07929148540470271,2.2452199675109446e-05,0.00021163732814239502,1.907358361581875e-05,4.2962604472105914e-05,2.328597174945886e-05,1.001308165704612,0.38027380518816345,0.34627689196786254,0.5440702041947469,1.454015174834363,1.001308165704612,-3.16297469346746,-0.1616712173403371,-0.29931273735110336,-0.0014552581208527658,0.7666649516074082,1.22142628242727e-05,0.344034492969513,0.602216243743896,0.0001298490642511,0.0093896046746522,0.006487179081887,9,-11.9594608257299,9.23131466381897,10.2315073003558,-94.2684107719053,-2.64898629046583,109.367737547011,18.7018950211141,-35.4145181756933,-0.672474459175675,24.4098013103696,-16.4662269762663,6.20333925758207,74.6767512937556,13.1995021212933,187.053688529054,291.645459545118
PD1_20,6.847385841160775e-05,3.2796459278210795e-05,2.1564025687163733e-05,1.7318745917958662e-05,1.9853089307144763e-05,8.964793380940176e-05,1.8325784773023436e-05,0.5254251201497001,2.6501867109976834e-05,2.11269253703936e-05,3.8701496379607544e-05,1.9331025101160423e-05,1.9280287777864745e-05,1.4560517736135776e-05,3.9277370966222384e-05,2.6233951963565774e-05,2.0114391940695584e-05,2.5917449122954416e-05,1.8315056969506898e-05,3.426201096983449e-05,9.601894459734316e-05,7.771403114375927e-05,4.352603588320166e-05,1.7598629893632946e-05,0.015646847759464642,0.00019323368974990266,2.4172577149059015e-05,2.0685922267847903e-05,0.13835056109571317,0.0001063251017487179,3.663143900727861e-05,0.0001430548849958986,3.225040116801072e-05,7.666928300566629e-05,5.0039005933121195e-05,0.10371634347291143,5.5297215331237666e-05,0.00016965564242144593,5.8581114806035535e-05,1.7383056019913798e-05,0.00013403844053635786,4.197406009153131e-05,9.440178374773948e-05,2.8340063314572426e-05,6.432873386091421e-05,0.059712351128985014,0.00013774593206169295,0.09358523359201217,2.907381573915317e-05,8.616115118175946e-05,2.2448717994767688e-05,0.06111669440058223,1.7896478387922855e-05,0.9052955204322627,2.3165278204837714,0.7812448952467284,1.5943606474200096,2.0451039379911977,0.9052955204322627,-0.6388488567708217,-0.0731466167313988,0.03971986012601174,-0.07561202245889642,2.0347295877138927,2.9773531423416e-05,0.0284441411495209,0.12894743680954,0.0156424869783223,0.0003133445570711,0.0617705043405294,7,10.4564222173027,-10.7653901190027,20.6206544042548,2.42362296773107,17.5307990937229,-9.8645008062021,11.2990625833515,-22.5823968764208,-26.5182937692107,-0.366500962050832,-45.2961083471674,2.85938891529119,-63.7826267385102,-13.7184212743441,266.669937082011,138.965648370756
PD1_21,2.9345437155415472e-05,3.3331237405332165e-05,9.860323086368549e-06,1.082687907366374e-05,1.0951941796148432e-05,2.7784014384637897e-05,1.1543557701623804e-05,0.7286446315137372,1.597974734004038e-05,1.397754662918469e-05,2.0922389980359926e-05,1.2551727435939426e-05,1.0158697652667289e-05,8.229451225722243e-06,1.793441546228997e-05,1.1624682295551737e-05,9.990719152615994e-06,1.5508646991344232e-05,1.0399639855090919e-05,2.144249296771972e-05,6.226558982433502e-05,5.584675247340601e-05,3.1749127536292634e-05,1.0759004189242696e-05,0.00010287791716207072,1.9123932272601643e-05,1.1435507104460853e-05,1.2699442361483024e-05,0.06194373332696292,2.4893905430780248e-05,1.9909414085477626e-05,3.48177381503031e-05,1.6961843029894458e-05,2.3402915139223787e-05,2.3236343473566716e-05,0.013864935087305937,2.1523776516940203e-05,0.00015194951248362752,2.0485662174327077e-05,8.69961728305702e-06,3.939401322603506e-05,2.5951811380078003e-05,0.00020150447439293344,1.4367963428211534e-05,2.9684389894444973e-05,0.10484033802319304,4.164048326059877e-05,0.08927179490050129,1.380191348704339e-05,4.115321070761482e-05,9.436582825030429e-06,5.055395486803508e-05,1.207680254733112e-05,0.8861327186834523,-0.11411107088270271,0.5839997061181709,0.6305847408308316,-0.7992213626439246,0.3215579433337559,0.8861327186834523,0.06430015466625814,0.11976079279237117,-0.04568367890985265,-0.5153583148212694,0.0016600165399722,0.104259885847569,0.0090385591611266,0.97546312212944,0.0004653023934224,0.0052809289190918,4,-23.5824125579358,-0.227308980132775,-19.7252782609344,4.22293472078477,-17.1742392661966,-1.63944702053858,8.47727685965877,-7.5806471378913,-3.50649130462508,8.99166099198544,-21.3075112505045,-0.52360023498381,-130.32433595113,-4.64316372095927,184.900144856447,-23.6424182569564
PD1_24,2.701073669156836e-05,1.778739313286354e-05,2.1000944370589394e-05,1.7019368981532348e-05,2.4519263684382106e-05,7.391473463220476e-05,2.0806335104889127e-05,0.7098732367224327,2.6012895998203293e-05,2.3911903557605766e-05,4.223642443764585e-05,1.9024176660872752e-05,1.8410299498365444e-05,1.2690745904547725e-05,1.9171206896677664e-05,1.5524894763015002e-05,1.6529381636408704e-05,2.323292413624813e-05,1.7236520090025733e-05,4.267976695571032e-05,0.0001130123359743261,4.480223220719946e-05,3.2349135317149526e-05,1.6239449268007313e-05,0.00031377105530689303,1.6719636907136826e-05,2.2802005577027666e-05,1.856025552978408e-05,0.02176626567606193,0.0001343445718801881,3.2277692613461494e-05,0.00018774041841793806,2.8551985626944856e-05,8.096894661753341e-05,7.241256718010508e-05,0.008062860771283941,4.67521072309443e-05,7.838501999573359e-05,3.2064685208565225e-05,1.6196696256024835e-05,0.00015791557090963406,1.1795427786084566e-05,2.7169551119225204e-05,2.574749496284748e-05,4.474888352327214e-05,0.18526654558236635,2.8777071256701893e-05,0.0728644265505515,1.274323323821659e-05,5.338117627863715e-05,8.52245290888543e-06,1.0452783594786284e-05,1.874033747761413e-05,0.15177804940337442,-0.8678422973808255,0.6350329520765484,-2.584742539590271,-1.250707459739345,-0.786271000400386,0.15177804940337442,0.04831405381525477,-0.05993462093503948,0.03692736550649856,-1.159785388910566,0.0057164959143847,5.81097228860017e-05,0.176843345165253,0.626422971487045,0.0013645693543367,0.0004431434499565,6,-3.63793087912927,-0.279966867795626,-1.32534423816507,-2.52482627792325,-0.284277947443204,3.08074913242393,0.781715401654308,-6.57500259650202,-4.24038107510037,3.90957578618675,-1.39073879712653,1.3670273309288,-154.419967915385,3.71583513924226,320.672082491837,158.848548687702
PD1_25,0.00038094335433028285,8.006042087776159e-05,2.9490386814291763e-05,2.2101044346929765e-05,2.977842364947767e-05,0.00010197682739826449,2.730968266626506e-05,0.7331863032795556,3.345205932493005e-05,3.165346497457519e-05,5.7284411861581836e-05,2.7529063698195946e-05,2.6810988339167308e-05,2.4542167589854574e-05,8.861822097709719e-05,2.6959714855370788e-05,2.3466208851206435e-05,3.150159184903523e-05,2.7868703093552388e-05,6.267477202149304e-05,9.217547066010117e-05,8.256902310645244e-05,5.325676422619018e-05,2.401665011341322e-05,0.0009314450758076537,0.0005212368042864325,3.666648635295358e-05,3.209593228979438e-05,0.1060741425353764,0.00021000311556522745,5.0286757953345784e-05,0.0002431926578318181,4.550334803613445e-05,0.00011384487117019134,9.9118256507101e-05,0.005767812045606443,5.9799077643915475e-05,7.177053236498513e-05,8.679930950153336e-05,2.5330245731371272e-05,0.007258682205579504,3.124104029514968e-05,0.0009075030811603988,3.309902202054307e-05,7.814006566753983e-05,0.0421614922737504,0.0003061141073096709,0.09986302165620213,2.632227059105565e-05,0.00029999328800097986,1.9778228767488063e-05,4.672080614875753e-05,2.6502207299555246e-05,1.4779423607254494,1.5553602137551594,0.49790020509487276,1.181444957321299,1.5712946372816585,1.4779423607254494,-1.1865645515162917,-0.03923177001332124,-0.0816700028047529,-0.06022731550363727,1.539594928224371,1.81882724064053e-05,0.457466289401054,0.0251350440084934,0.0039512377697974,5.42678808415076e-05,0.0227029612287879,8,3.31509885715138,-7.04861109197977,-3.19082598497234,-8.83730984411283,7.71442131127737,15.602836879538,13.3392476224618,-22.643139521649,-9.29491760184316,11.1648494895512,-46.7353497164277,10.1758542071144,-17.7512315945853,2.7585605694741,161.416863924311,109.986347505309
PD1_26,2.1160755492370833e-05,1.2393992114457236e-05,1.5238638935397195e-05,1.340649224026167e-05,1.510356582011699e-05,6.126482596700077e-05,1.1804746858483808e-05,0.5399026876773734,1.7436889063896532e-05,1.7454214321534013e-05,2.9340670637323005e-05,1.6126002217675907e-05,1.148875061763036e-05,8.71513605124769e-06,1.4236480380361782e-05,1.0268406077710854e-05,1.1419681308386918e-05,1.5684571630767875e-05,1.3600915488291702e-05,2.1745909327817284e-05,7.164931308401443e-05,3.082257403964887e-05,2.459834459250004e-05,1.1699758523058176e-05,8.816667511352155e-05,1.0295547653112748e-05,1.701595094403366e-05,1.5038467723144534e-05,0.06591495761750453,4.644976924769785e-05,3.259524900098813e-05,9.257003449849938e-05,2.4734419717551923e-05,5.328183490179604e-05,4.365475002535796e-05,0.10679670483799504,3.5883235181276955e-05,7.969750783199182e-05,1.693870353769928e-05,1.0616706257480519e-05,0.010403223622071562,8.681335562252713e-06,2.1155495608592028e-05,1.4335082873227733e-05,4.477517683655109e-05,0.18218184364451387,1.865421937892961e-05,0.09357813930628771,1.024911456578268e-05,3.446195892095758e-05,5.751273656696731e-06,6.72377941022602e-06,1.4056371016817335e-05,0.5675965374816953,-0.4844107850208269,0.6667138940783607,-0.688223656144745,-0.7368817467253974,-1.6068336631069176,0.5675965374816953,0.05980260214439,-0.010815150212470512,0.03879258601759528,-0.6017452238448712,0.00027088013303,4.50167717644945e-05,0.0090167059097439,0.921768009662628,0.0205761743709445,0.0001545402483316,6,-1.9770137756241,-0.638781005545013,-2.01675839971793,-5.69462738206677,4.76600685091521,1.61386917992127,-9.83574410165041,-3.19027626951925,-4.38142390426345,2.66226242439381,4.93018683521794,0.630024879513927,-50.9216934849606,-1.54372992293471,304.983748888721,239.386050812401
PD1_27,4.111484657610152e-05,2.8764665129117867e-05,1.9329440714136806e-05,1.5632225177406278e-05,2.0868672165814257e-05,5.696496009856779e-05,1.678176806394322e-05,0.5921499305755169,2.3680420847062955e-05,2.0399484219335343e-05,4.367026710945043e-05,1.9025559213115076e-05,1.8011137938760465e-05,1.3259705062735205e-05,2.676987879785694e-05,2.2277507492185927e-05,1.5589277507215144e-05,2.210792915173759e-05,2.0642871318554593e-05,3.236350523973184e-05,0.00012786510321010874,5.861727424477317e-05,8.872879239404832e-05,1.5223877885458655e-05,0.00035433318159563477,3.2054190530235444e-05,1.9360320201641068e-05,2.173547556313084e-05,0.13386594670185026,0.00010716648604773026,3.109430741386333e-05,0.00014399430791065798,3.0227323192494513e-05,9.339364167206498e-05,6.653816984727182e-05,0.0686043897128928,3.610615950341221e-05,0.00010701819886859302,3.4622898445646325e-05,1.713419108907161e-05,0.00011466321224514007,3.742845721368993e-05,0.00016308712889720743,2.210865240982815e-05,4.714483377117543e-05,0.06016721129649345,8.172598946760646e-05,0.14148558206705178,2.2031389682473785e-05,6.854266989763513e-05,1.5930028902686913e-05,0.00127653765210513,1.5271610163644165e-05,1.220326474323719,0.7235483132674223,0.5261498018567238,1.286106475262725,1.1866152542273123,1.220326474323719,-2.542187345864924,-0.2858317460132955,-0.014981078423073103,-0.07295245594625256,0.9875724136523948,7.0010560193623e-06,0.0043387232581153,0.257180027663708,0.183743730187416,0.0022840663441456,0.0050531607121229,5,-8.2307380516019,-2.54859444248578,-5.01576530536494,-2.06350439091895,26.310717057161,-21.9374286163142,18.8438085497571,-1.12801623875271,-28.1127877236879,10.5405221015297,31.7171433919431,-3.24553233816781,-29.240865295485,-7.17220908875864,216.390805706884,195.107555315738
PD1_29,2.5158664649297722e-05,1.8593523033919957e-05,2.2000259982723344e-05,1.8610312622170155e-05,2.357718270513811e-05,6.651441496639295e-05,2.0362780286410753e-05,0.5600339737619258,2.650015649784962e-05,2.3833684258574817e-05,4.745250804178676e-05,1.94121031065906e-05,1.8014480697226548e-05,1.3271547034490924e-05,2.1759575072175328e-05,1.4100573419054424e-05,1.5768870008814037e-05,2.0147215790037923e-05,1.7899873167205768e-05,4.028043129846731e-05,0.0006293292355108276,5.759484461669324e-05,0.0003186098167611012,1.7378810520449777e-05,0.04170690528830912,1.5892585981348476e-05,2.24617304727671e-05,1.986616209485688e-05,0.05413753133921437,0.00017819827090279108,3.61163610303688e-05,0.00023587230434763402,3.279084526970791e-05,7.831538654057553e-05,6.900673776218676e-05,0.03401286502214974,4.649922076525991e-05,3.6179796918339004e-05,2.5974842550773852e-05,1.622363746594266e-05,0.002101835191586682,1.244438411059271e-05,2.813467065414334e-05,2.571482588589596e-05,4.8737277407985944e-05,0.25034013634290714,2.7140738518199016e-05,0.05512843584046517,1.572038571844922e-05,3.365050284523439e-05,8.958076960143947e-06,1.0164065716619356e-05,1.808353947510553e-05,0.7395111903501862,-1.1659476250618814,0.521264166370508,-1.931381706835989,-1.2192726086267072,0.41739854240679014,0.7395111903501862,0.050462036394340964,-0.000726314639003773,0.060983973099360524,-0.9605173997189655,0.0042487330501899,8.88994836714119e-05,0.0358834899961948,0.227046452462673,0.001147786679212,0.0029123956337571,8,-1.01577339631954,0.394221445596848,0.565929779934838,-3.16788708669878,5.76219899386811,0.855615191258267,-13.6540316182929,-16.4490407540404,-2.63572100201496,4.46570049474714,-8.16929186160053,2.69392430729987,-112.226175400768,3.47130529420155,562.668739871031,423.559714258202
PD1_32,4.503780292558381e-05,2.4781113130931613e-05,2.629755900928191e-05,1.969049594724999e-05,2.361763214631161e-05,0.00027018222609441174,2.0096728800071787e-05,0.6718067995179602,3.264222818400355e-05,2.213794225738997e-05,0.0001002716200154555,2.327399506221749e-05,1.4930587065339456e-05,1.6814968357125313e-05,3.969461906240414e-05,1.8723201950420762e-05,2.1819405691494757e-05,2.5435697898181296e-05,1.781850746226945e-05,5.23254996501229e-05,0.00010848597115555737,5.370228196325562e-05,4.048377898346381e-05,2.097303353100124e-05,9.247746441669622e-05,2.1101647274934924e-05,2.893968506899442e-05,1.7067932433003985e-05,0.009030767796847219,0.00013856165782447931,6.219761665510708e-05,0.03897043492647186,3.998872948313638e-05,0.00023253080692690095,0.00016435940245194833,0.033008900354970436,5.069756935788427e-05,4.150815784164135e-05,3.219255004778342e-05,1.7089485454488235e-05,0.00013401098451145993,1.97846773621791e-05,5.2065951082724956e-05,2.8975403771513257e-05,8.962576030034143e-05,0.1051215037587143,8.351994105129024e-05,0.13934580453456724,1.4480218174400702e-05,0.00025420455767779,1.225055155420543e-05,2.680286689351582e-05,2.2118596508742514e-05,0.9534638648584148,-2.6133273310362632,0.6950289867991174,-1.5148184693307625,-2.1357051347589477,-2.305321935462518,0.9534638648584148,0.11161925088127408,-0.07215234544554427,0.11403269781337186,-1.6774317228404372,0.469040751457214,8.96502342584427e-06,0.0001317321257374,0.961245834827423,0.0180847644805908,0.0001134650556195,5,-3.28054208731333,0.28540340446746,-2.61643442744875,-4.57028329161981,-2.37881750072806,4.21591286791708,-1.34077215833055,-1.60998899652603,-0.564336796503263,0.54735416288253,-62.3337298237693,0.178006071465436,-49.6125160247594,-2.04312056819235,244.674528683284,119.550663514826
