,IMMUCELL_Bn,IMMUCELL_Breg,IMMUCELL_CD4Tcm,IMMUCELL_CD4Tem,IMMUCELL_CD4Temra,IMMUCELL_CD4Tn,IMMUCELL_CD4Trm,IMMUCELL_CD8Tcm,IMMUCELL_CD8Tem,IMMUCELL_CD8Temra,IMMUCELL_CD8Tn,IMMUCELL_CD8Trm,IMMUCELL_cMo,IMMUCELL_FOB,IMMUCELL_GCB,IMMUCELL_ILC1,IMMUCELL_ILC2,IMMUCELL_ILC3,IMMUCELL_intMo,IMMUCELL_Langerhans,IMMUCELL_M0,IMMUCELL_M1,IMMUCELL_M2,IMMUCELL_MAIT,IMMUCELL_MDSC,IMMUCELL_MZB,IMMUCELL_NKT,IMMUCELL_ncMo,IMMUCELL_TAM,IMMUCELL_Tc,IMMUCELL_Tfh,IMMUCELL_Th1,IMMUCELL_Th1_17,IMMUCELL_Th17,IMMUCELL_Th2,IMMUCELL_Tr1,IMMUCELL_Treg,IMMUCELL_Basophil,IMMUCELL_cDC1,IMMUCELL_cDC2,IMMUCELL_cNK,IMMUCELL_Eosinophil,IMMUCELL_Bex,IMMUCELL_Tex,IMMUCELL_γδT,IMMUCELL_mastcell,IMMUCELL_MBC,IMMUCELL_monoDC,IMMUCELL_Neutrophil,IMMUCELL_pDC,IMMUCELL_PC,IMMUCELL_PB,IMMUCELL_NKreg,TIDE_TIDE,TIDE_IFNG,TIDE_MSI Score,TIDE_CD274,TIDE_CD8,TIDE_Dysfunction,TIDE_Exclusion,TIDE_MDSC,TIDE_CAF,TIDE_TAM M2,TIDE_CTL,IMMUNESUBTYPE_C1_Wound_Healing,IMMUNESUBTYPE_C2_IFN_gamma_Dominant,IMMUNESUBTYPE_C3_Inflammatory,IMMUNESUBTYPE_C4_Lymphocyte_Depleted,IMMUNESUBTYPE_C5_Immunologically_Quiet,IMMUNESUBTYPE_C6_TGF_beta_Dominant,IMPRES_Score,IMPRES_PDCD1_minus_TNFSF4,IMPRES_CD27_minus_PDCD1,IMPRES_CTLA4_minus_TNFSF4,IMPRES_CD40_minus_CD28,IMPRES_CD86_minus_TNFSF4,IMPRES_CD28_minus_CD86,IMPRES_CD80_minus_TNFSF9,IMPRES_CD274_minus_VSIR,IMPRES_CD86_minus_HAVCR2,IMPRES_CD40_minus_PDCD1,IMPRES_CD86_minus_CD200,IMPRES_CD40_minus_CD80,IMPRES_CD28_minus_CD276,IMPRES_CD40_minus_CD274,IMPRES_TNFRSF14_minus_CD86,IMPRES_Continuous_Sum
PD1_33,2.4309712941386175e-05,1.5832544048874745e-05,2.1133705249917594e-05,1.507850843051645e-05,2.0792292088272243e-05,0.00015024054916849136,1.6407021164043117e-05,0.7195080407467938,2.1760404957023103e-05,2.114693416313682e-05,5.4256170009042634e-05,1.6274321636734773e-05,1.4092155432083703e-05,1.2135658305370919e-05,2.4210541395665692e-05,1.3627955800338698e-05,1.602403915977382e-05,1.8730445538958983e-05,1.4290253014950673e-05,3.565259194460056e-05,0.0001833556044577658,8.5558021995198e-05,3.0040615547081074e-05,1.569647766739721e-05,0.019022877133323214,1.708134094506837e-05,2.3279976479830343e-05,1.5811377057405835e-05,0.05820663088402372,0.012341158545342663,3.9896810778896744e-05,0.0009969075185695111,2.2125231442529247e-05,0.00012115239457056103,7.228753785753659e-05,0.00016623532072835865,4.227575507739029e-05,2.7232239418018786e-05,3.2707064343519984e-05,1.4073699112685432e-05,0.0001054685183785129,1.3063834836920573e-05,2.4493537847067865e-05,2.5441752104667685e-05,3.8962080210336004e-05,0.1455834712098805,3.239232340436844e-05,0.042561248537261766,1.410531127406959e-05,5.0981332147829645e-05,8.98889177186077e-06,1.2727010035205367e-05,1.8235560864660004e-05,1.9211945546305849,-2.3979375604831272,0.2434081379812275,-0.6779440214523991,-1.5678235897972894,-0.6683374914050133,1.9211945546305849,0.19254982348974842,0.036947676326319456,0.058275992075637134,-1.3038064936829428,0.573032438755035,1.76410521817161e-05,0.0110098253935575,0.131863847374916,0.0029380549676716,0.0028233204502612,6,-13.8066469896396,0.670269034288737,-12.6727707158166,0.0091805103680568,-11.7376797634172,0.830239176701112,-0.13322513935981,-8.53463446130613,-2.63950772482929,2.90838691329152,-2.53619933538695,1.66952108715411,-78.2331298627824,-2.6166361202142,1838.17598319624,1711.35314980529
PD1_36,7.213085879659114e-05,3.55879461420706e-05,2.549917422723078e-05,2.148742756099251e-05,2.733951753073656e-05,0.00014867658715855613,2.20620905550647e-05,0.5718523634730459,2.8634404588899584e-05,2.5902937460169192e-05,4.9861608608941336e-05,2.341068496140296e-05,2.276989689884274e-05,1.725650558822544e-05,4.2972548876145666e-05,2.4491606942273844e-05,2.5244359442379412e-05,3.12405044188789e-05,2.4832250691560012e-05,4.863062472362499e-05,0.00018206447413777023,7.861088967801513e-05,0.0001002358059978931,2.1648449002566542e-05,0.0011201245389278632,6.287187483779594e-05,3.086651982158706e-05,2.8207734726814e-05,0.15097689305858633,0.0002173929022650502,5.220109742820358e-05,0.01620010491929198,4.819410864225959e-05,0.000179730087175225,0.00012741446802215313,0.030946200047388555,5.370017066320495e-05,0.00011203464086553394,4.340724862916464e-05,1.8918586174031976e-05,0.0003989975003455093,3.333265845104643e-05,0.00016513436054584721,2.8635704626784227e-05,8.75171677662981e-05,0.0700448010279693,0.00011723489076821105,0.1522949999635379,2.1396558677407928e-05,9.044425697962076e-05,1.909202777098238e-05,0.003503338962251108,2.3858289828955917e-05,0.2717531929001022,0.6247286473850947,0.48119598918679496,0.991970254568415,1.0838210392345453,0.2717531929001022,-2.0060183850923834,-0.24771726008175352,-0.03978297861017685,-0.005573525104720601,0.6724522006902058,1.39423684686335e-06,0.0041827682871371,0.259477958083153,0.805028319358826,0.0035104902926832,0.0264500016346574,5,-1.51450040508413,-4.47088079040872,-7.50475833172135,-3.28957869424015,10.6386846459652,-2.48075250310656,11.5440703535855,-6.56074970898985,-20.1498274311515,6.38285385370261,-16.8625745672027,0.0389121841784679,-79.4559661494098,-5.40568651980259,238.871840199893,119.781086136208
PD1_41,3.839847403907358e-05,2.195022861852e-05,2.2693176399720295e-05,1.7644253249733876e-05,1.9718312515562934e-05,0.0001319673273429724,1.815356413717233e-05,0.6816957492233874,2.2536228000218835e-05,1.8969763179915607e-05,5.001315124738123e-05,2.069959414555391e-05,1.8022051095165003e-05,1.4121371021731966e-05,2.338163341297402e-05,1.8355079108721147e-05,2.019810282257048e-05,2.411247294479443e-05,1.7998425333036704e-05,2.954569206532518e-05,8.000342581797898e-05,7.647678431644194e-05,4.644080422816224e-05,1.9325558467177555e-05,0.0003817276329300776,2.661932844135344e-05,2.537473670537242e-05,2.0462582951649164e-05,0.0874102680038571,0.0002553854883262132,3.847194427127847e-05,0.0007613670456779505,3.745025611067921e-05,0.0001293982148985767,0.00010914430265876606,0.005142514101024443,4.981118209380738e-05,5.158608818940856e-05,3.278420611700156e-05,1.44300635903733e-05,0.02049622760984943,2.92752863793866e-05,5.474053291433778e-05,2.3430903072904635e-05,6.564347537217127e-05,0.09541625457830953,4.640027434853003e-05,0.10633197272182528,2.160951065382611e-05,8.133579123851884e-05,1.620770515527087e-05,0.000444741137265183,1.8890598874414544e-05,0.49386417140485,-0.8187369662796468,0.6132568256859697,-0.10502624808883354,-0.5561927886451274,-0.7250611576050583,0.49386417140485,0.033993085923243585,0.036799625717103795,0.015050560176119894,-0.47640397361136155,5.61752076464472e-05,0.0218190876767039,1.70315820469114e-05,0.808922946453094,0.0006053214310668,0.0021598635357804,5,-13.6774146681212,1.11386942095198,-7.80070986791335,-0.521398702064195,-5.90513915972158,-1.40639757408081,1.83230448335626,-2.20775833876843,-5.95846891035601,5.84447923225458,-29.076009401985,1.45383391240194,-151.242412827964,-2.1867199529671,547.106229849072,337.368287494094
PD1_43,4.790092755360362e-05,2.7112126950890122e-05,2.6286288411005157e-05,2.0244738697748063e-05,2.7605028065625257e-05,0.00013103609953428935,2.3103217897769908e-05,0.8224361171747605,3.0212370151746922e-05,2.375845654223803e-05,5.822556082597982e-05,2.8314167412371462e-05,1.762613205133532e-05,1.661952390643908e-05,3.671331459656722e-05,1.9463184361579246e-05,2.004066580211894e-05,3.173966761867991e-05,1.9795843673227362e-05,4.755307158174183e-05,0.00013409446328475108,6.527878927627394e-05,4.010068026222887e-05,2.0406956540274378e-05,0.00010769086896590022,1.7055434798123546e-05,3.389699064902627e-05,1.860633358760194e-05,0.027658142606345863,0.0001859007672546339,4.963805780607378e-05,0.0002697678986962049,3.883933932947558e-05,0.00010738045086028184,7.788485095684476e-05,0.0009760208048875986,4.43200917514288e-05,5.5130253249974894e-05,4.014073080352545e-05,1.8459120938167833e-05,0.00012041548523376955,1.2819751411904756e-05,2.9641546114717704e-05,2.928333110767319e-05,0.00011800227783968717,0.05559993064469285,3.4622496503171444e-05,0.09068144068812954,1.6534478466941734e-05,0.0002590190144409615,1.0616805542530913e-05,1.1236525872594374e-05,2.821390400387562e-05,2.3737401124401347,-2.8689572097154614,0.13825341017621648,-2.6113445202569907,-2.136074260835795,-1.554428604375832,2.3737401124401347,0.24349466308694714,0.04005985043265138,0.07034041620204401,-2.0054657984453947,0.638871192932129,2.7443335056887e-05,9.34616000449751e-05,0.959820926189423,0.0028347694315016,0.0002475358996889,4,-3.37375011286745,-0.018163050461601,-2.12787737928365,-0.376516874069848,-2.24416959953571,-0.241436708662087,-1.01870606478207,-4.11851962222332,-0.240787223620073,0.511626930599804,0.851186032589322,0.166387151405544,-50.0292627245376,-0.0871587922568898,25.8823405471826,-36.464807490523
PD1_44,5.737916978317218e-05,2.8301914584460952e-05,3.3371144837716164e-05,2.0843138410490118e-05,2.9193006161123694e-05,0.00028569059467477574,2.3719044493080587e-05,0.6904949534831184,2.937729297991629e-05,2.5872624921800145e-05,6.876877472750795e-05,2.2914360810461723e-05,1.7226650261167487e-05,1.848804097675763e-05,5.981550657420283e-05,2.728361766827888e-05,2.2877792326719962e-05,2.8723314838687187e-05,2.0554382924390147e-05,6.113967733630756e-05,0.00011061652579216557,5.231029846599804e-05,5.587313110703646e-05,2.151278692270093e-05,0.022372930105057115,0.00010754241846900006,3.493317145121011e-05,2.2277903774567565e-05,0.03865388951599889,0.002662581521184272,5.83959325169641e-05,0.04825728439172021,3.399388081968049e-05,0.00019432133358363813,0.0001225495794143139,0.00018162814108642038,5.0741687581857994e-05,3.984719284191072e-05,3.641971953043478e-05,1.6979103861690872e-05,0.00021341988113637945,0.0016252890717564066,6.454153871070139e-05,3.455703604132313e-05,9.61390780925382e-05,0.138015270559357,7.468303702314445e-05,0.05464757730512361,3.6754009963231474e-05,0.0001577657076543043,2.1741375231696904e-05,0.0005249996243612206,2.4139901958301897e-05,2.046801276506313,-1.5402492790188926,0.3743814385539303,-2.015379877618108,-1.532390143636447,-0.7644034802568138,2.046801276506313,0.18221044601574635,0.027882656400541186,0.10262183470957563,-1.2603773349449474,0.788203716278076,1.95832371900906e-05,0.0002570733704487,0.0151473344303668,0.0002585749170975,0.000137544277095,4,-0.506752110671512,-1.40256874241023,-2.43416468518557,-1.09131354507396,3.22252252506859,-3.29505490875835,-15.2218034481205,-13.9222247042155,-0.0981585025043996,-0.657093818092205,-5.65057752709001,1.23353451848844,-128.354143558505,0.0766281867361012,260.196459601416,92.0952892810813
PD1_45,4.417106315155677e-05,3.6358092339264774e-05,3.7522685823014e-05,2.5726861046405885e-05,3.0192597143110727e-05,9.541945067745535e-05,2.7856131569343035e-05,0.5183691118939705,3.6915598366293425e-05,3.096904753920332e-05,5.246495903004482e-05,2.8826509148477558e-05,2.8159616357609783e-05,2.192578479145512e-05,4.106735087495753e-05,2.551602724187585e-05,2.7511700351378804e-05,4.716644426657391e-05,3.5450085647596804e-05,6.45964739090479e-05,0.03119305270732577,0.0008804083244916261,9.68325830281817e-05,2.9613611940324e-05,0.0019383625188863663,2.6152832709741418e-05,4.8511688809401976e-05,3.632694566205092e-05,0.22241678624718003,0.0005119831245929428,6.000740924614898e-05,0.00042837952419152406,6.146132517013518e-05,0.0001716181413018416,9.986529166787241e-05,0.0005095323385113602,6.250656286430222e-05,8.73903632738604e-05,8.54693036080163e-05,2.7191219538806843e-05,0.00019351206552807628,2.2534840562283685e-05,5.839241751935628e-05,3.258576093288643e-05,0.00012485019308360656,0.09104041442879524,5.0621796461963956e-05,0.1303949280831195,3.6479796644656026e-05,8.767346661969212e-05,1.4947361102527518e-05,1.9928371342049256e-05,4.475098104239055e-05,0.8587197183941025,2.583457531408422,0.5851349509002455,3.98619180662573,0.6610674321995259,0.8587197183941025,0.34749825749030594,-0.0011350808466411633,0.12076852017586492,-0.08010628939268935,1.0975741633623552,0.0001556476199766,0.168294318020344,0.0083576827310025,0.696279734373093,0.0002726210368564,0.0125760966911912,8,10.2288446559564,-14.5573046055119,-0.770740109154788,14.5493972193985,28.7707301139634,-25.1105536800577,24.7361966608262,128.49476706648,-24.134551858248,7.98072899734793,24.8828325220288,-0.308090483105026,-111.696132686873,-142.400868306382,277.989609345357,198.654864852025
PD1_46,3.125128283672688e-05,2.044535107844639e-05,1.5070141699944572e-05,1.4594035401101465e-05,1.7807057984926015e-05,4.867220812966576e-05,1.7878681142942766e-05,0.5916847987770553,1.832892681683915e-05,2.1135041539525258e-05,3.0054347125173668e-05,1.5236353173162286e-05,1.3102440878858318e-05,1.0040399733664848e-05,1.8137189632634908e-05,1.5894495973942946e-05,1.4114940926720145e-05,2.4556665706370166e-05,1.423508049556905e-05,2.0214999067980817e-05,3.367689301880207e-05,3.387614639341058e-05,2.451038779848612e-05,1.1339474311330388e-05,0.011355304632975282,2.919261762665614e-05,1.9983933338564457e-05,1.61670885004507e-05,0.1261253700712862,0.00010635520849481604,2.470114290896475e-05,0.00012196278849018242,2.5257100317663287e-05,5.2978662976153136e-05,4.312485359151786e-05,0.032588325990905394,2.9236801835468034e-05,3.123655463185671e-05,2.7088168901650843e-05,1.3023715903612076e-05,0.00028671736477625854,0.000724850078530743,0.0005382908880426167,1.9498860381181778e-05,4.9603791387480415e-05,0.16520100283539085,5.844886091364511e-05,0.06965282068883165,2.3347924790814218e-05,4.386021642771148e-05,1.1171471817222528e-05,0.0006001719814942593,1.1934386609000603e-05,1.3108938168370985,1.083185493941273,0.26930931027040944,0.23933651921796883,1.3345218846054583,1.3108938168370985,-0.30536474285431037,-0.09100805886471837,0.11137389940081673,-0.07472469627632412,1.1974611793541352,0.0018776260549202,0.000661534781102,0.733757823705673,0.0638404935598373,0.0001511674745415,0.0332228988409042,4,-20.9459347919356,-1.04563218273889,-10.6706490218321,-13.5801506901437,-10.9813895769379,8.19593785635928,-3.14359182223024,-38.1323953422777,-13.3049584662799,4.58033238121327,-0.863561145092188,0.85595244502972,-63.3765066942254,-0.0554414697426182,353.231504143891,190.763515623057
PD1_49,4.912195361291851e-05,3.6347207675404444e-05,1.9391316019375197e-05,1.7047340876826706e-05,2.0826251166254333e-05,5.523343042149069e-05,1.7290721451208777e-05,0.5201522402861651,2.5511238110286937e-05,2.0729722693729717e-05,3.390865073862053e-05,1.703868875030785e-05,1.9463247164793616e-05,1.477544399665729e-05,2.0872021695794097e-05,2.978346874185869e-05,1.808272909791923e-05,2.1841401860918738e-05,2.4861484687710355e-05,3.447937148617566e-05,0.000216754396011105,0.000103417466423488,8.491611592258543e-05,1.811404209828228e-05,0.00048812207989062934,5.677545696396124e-05,2.255919612445491e-05,2.3479890915145118e-05,0.2102368881064091,7.450961856735191e-05,3.4511201866088084e-05,0.0001325682651500304,3.893534261006206e-05,7.656403038296435e-05,6.099558367262454e-05,0.02233542276852493,3.9704120084450885e-05,0.00011869171528129,3.620496642375325e-05,1.7526031432329126e-05,0.00010144930351334576,4.910344577319254e-05,0.0001885930760563424,2.24899784050596e-05,5.7597314045459096e-05,0.021970071057918938,0.00010075359502770086,0.20277710427273687,2.2769840963605267e-05,5.6345417994135774e-05,2.197987526279927e-05,0.019749705637425886,1.6530813708633347e-05,1.9015685595569431,1.1128901923893884,0.6456266647062019,1.6686787104034493,2.061932944162927,1.9015685595569431,-3.7647861310519017,-0.4025874300516079,-0.03675354030339001,-0.11263594383842629,1.502073067356069,7.98914797428552e-07,0.003933849511668,0.745486617088318,0.409591987729073,0.003832146176137,0.0103765456005931,6,-3.68400336002894,0.693760819889537,-5.04789129293221,-14.3741301863844,37.8319481834242,-7.62535971459992,29.1421948962012,-16.3573611687169,-46.8246960318632,19.5164616424688,19.0470158758923,-2.00400681556594,-28.7022239718272,-3.65154378349157,253.717462062031,231.677627154496
PD1_50,4.4116367132580104e-05,2.6320180526647564e-05,3.290077199048009e-05,2.5063395632484768e-05,2.9469786460735496e-05,0.00020718799506939275,2.508683568528135e-05,0.5609273424012456,3.8354597907969255e-05,2.5328076473078204e-05,8.465760100438515e-05,2.952419823908684e-05,2.295726850726325e-05,1.9488061456225e-05,4.172593624556565e-05,2.1445421211735825e-05,2.7342673430239236e-05,3.296733844458614e-05,2.4843221072824817e-05,6.114919043277085e-05,0.000257245215513724,0.00010167716120979224,6.155431298301617e-05,2.5074488639001732e-05,0.00036226097477141283,1.9425147663131205e-05,3.983793970572217e-05,2.8391281553943513e-05,0.06817130825999967,0.00689311100486429,0.00010098641828197576,0.001566172759600977,4.7550771147854344e-05,0.000525760247557397,0.00015654411680432364,0.02122675604184064,6.221794414135396e-05,0.00015645021666508692,5.9396521673966386e-05,2.4311410128891682e-05,0.0002532851274367134,1.512695213116651e-05,3.801267488042086e-05,4.06152970456377e-05,0.00012029652382730952,0.1866514946076232,4.27081417586095e-05,0.15102116509602237,1.910561319714369e-05,0.00011097829639185891,1.058787080347682e-05,1.2615524155925144e-05,3.070472181035514e-05,2.443543638603804,-1.8155399793832745,0.4188983169017083,-2.9302957290292952,-2.3346791552387294,-1.7000102955351142,2.443543638603804,0.1739963285043091,0.11985454577733295,0.06998338233742832,-1.985486640974281,0.0300371618941426,9.35012621994247e-06,0.0003193853335687,0.972134977579117,0.0013526160328183,0.0003678723587654,7,-1.37794707726714,-0.0163609314220123,3.12285167137542,-5.76523898006454,2.73875430679673,2.35162458711734,-3.57174452863143,-9.68377559566421,-3.63705957763167,0.703086991116675,-158.80263200972,0.0883152150336813,-232.531387917867,0.437339716130167,127.673018873982,-278.271155256716
PD1_51,3.759263753363439e-05,2.6747002321758494e-05,2.8312115482201712e-05,2.2845074754801395e-05,2.779031867480423e-05,7.948791324652066e-05,2.1766044035432027e-05,0.5077449756070556,3.0664265722605814e-05,2.8524406807861347e-05,4.272032801944977e-05,2.7886002659009078e-05,2.4186857886608386e-05,1.7534726306520367e-05,2.9929377848523978e-05,2.356011379634739e-05,2.2682488784553024e-05,3.192884279441426e-05,2.672179525439729e-05,4.2523873932092505e-05,0.03229283576048239,0.00011529313681158133,6.871600229947879e-05,2.493868961934608e-05,0.1678879702018063,2.1935968420655312e-05,3.3830876150217454e-05,2.8927211367709826e-05,0.15051265214149084,0.00023103829239779993,4.471197631123744e-05,0.00014664193251917137,3.84272141816958e-05,8.966607123862014e-05,7.653491015230314e-05,0.00021133385822304698,5.169867055266658e-05,0.00010281747477279279,3.925417967076731e-05,2.2490779866443365e-05,0.00013825035481848666,2.392442188294355e-05,4.5895742962697366e-05,2.858740561635903e-05,6.683853837924411e-05,0.05125314936966133,4.2893190440948226e-05,0.0878478395924664,4.962591627495017e-05,5.478800780133112e-05,1.4137529351201057e-05,2.872961402263571e-05,2.5245175069288706e-05,-0.7927442230610352,-0.623255492902979,0.34636872051960377,0.17399640628789292,0.10600716895393003,1.3920928957231598,-0.7927442230610352,-0.17979625712999173,0.13807282681527114,-0.09170529686810683,-0.024282733657789723,1.50571149788448e-05,0.0001807235385058,0.275569662451744,0.916149795055389,0.0005107147153466,0.141395267099142,6,-15.4088942121449,-3.09258459443573,-17.5032261224748,-1.46150715310433,11.0245724602389,-20.418032945742,5.80474378137606,-107.699793885849,-32.505102719818,4.5539265735375,11.193585343857,0.226966081291128,-72.4400634666738,-1.88175295503384,143.164541293712,-96.4426225212641
PD1_53,4.783984605077065e-05,3.7906894995899555e-05,2.5817561486294068e-05,2.1547239698193513e-05,2.5756591299352084e-05,8.7543933117919e-05,2.1233904680368716e-05,0.40291907251329506,2.84807116344424e-05,2.5891144230092083e-05,4.8169811531517326e-05,2.4963771806211763e-05,2.6165935791282383e-05,1.909075645063399e-05,3.281117117418832e-05,2.6948540113746e-05,2.0588639441756405e-05,3.229865300169892e-05,2.813796884555628e-05,6.376038506829677e-05,0.00031305632912986933,0.00010107280232869783,9.911372459724796e-05,2.159940522934865e-05,0.005132750522862844,3.1059379402192804e-05,2.9985722269145376e-05,2.7950985221984e-05,0.17512763142103077,7.819678351064288e-05,4.1727084951801746e-05,8.687233425674117e-05,3.489665295150404e-05,6.033461874919708e-05,5.31797012643058e-05,0.2559528829463949,0.00013996602748054778,6.661578317264696e-05,5.223967063409835e-05,2.0406967511248527e-05,9.956102402785935e-05,2.1476414157665027e-05,6.944617758765335e-05,3.526973545829339e-05,8.34229505952974e-05,0.09463769671152844,5.785854737023819e-05,0.06379366904349612,2.86884325612938e-05,6.962510920391712e-05,1.7625433010319967e-05,2.5945314766139263e-05,2.4150269573615635e-05,0.5240013766811829,0.7385635246051081,0.7807353849136314,1.7261342474243526,0.5034519292463601,0.5240013766811829,-0.7690551726846272,-0.12557263725946358,0.035511717936513365,-0.025948497990614067,0.8141061445404324,4.0811464714352e-05,0.151104934513569,0.0801665615290403,0.425079375505447,0.0003500930179143,0.0132565344683826,7,-20.2375074605347,-3.99297215419509,-17.7539739910575,8.6179708620545,1.96662620280428,-22.4336269761735,14.1326467822004,5.58009126229407,-25.9891221018647,8.38847754921994,16.825405850625,-1.07831867697334,-118.233483898423,-18.9516676192423,414.46598512846,241.306530759194
PD1_38,4.790783168179274e-05,3.989658463144354e-05,2.3218061974055902e-05,2.0618390274761386e-05,2.1957168964674788e-05,7.979528585952174e-05,2.11593842979006e-05,0.681533883830566,2.46828035665208e-05,2.4699652009971514e-05,3.5785206560535126e-05,2.0781376894375613e-05,2.07724840198303e-05,1.535361271296507e-05,4.25241639046645e-05,2.865232612868559e-05,2.172709532501962e-05,3.522591182912348e-05,2.151716103657572e-05,9.207793631110186e-05,0.0001062669860496699,4.86268854965541e-05,5.781308474650752e-05,1.8641797992013187e-05,0.0851322813933854,3.963090649096307e-05,3.482382224056338e-05,2.281823655238033e-05,0.0961390792890586,0.0019182753405800105,4.142365253622628e-05,0.00012583057898925593,2.8701425804508862e-05,8.048331048694302e-05,5.9712156370605965e-05,9.522217152416925e-05,4.176796066998844e-05,5.1853000763286406e-05,5.579401731829886e-05,1.9655704732140212e-05,0.00018824806595486195,5.616110941002911e-05,9.516789857726807e-05,2.529507422703684e-05,4.7446703010225737e-05,0.11809699031061513,6.54607038330974e-05,0.014863769818937986,2.9152713047866318e-05,0.0001272279830302599,1.704583713949288e-05,7.282756065405137e-05,2.4268231224673196e-05,1.1796092178665312,-0.9435172668847036,0.1431853572929609,-1.1047223904029035,-2.01613999651738,0.8837148129843334,1.1796092178665312,0.049060478318286076,0.07495580001054085,0.0429248006542984,-1.3961326505243474,0.0698277205228806,3.61048023478361e-05,0.0712474882602692,0.769091695547104,0.0001857874376582,0.0840035267174244,7,-4.2110014737245,0.663906693597493,-4.24116797031688,-2.74765117527034,12.7550683237055,-5.82862476765098,2.69268906027182,-24.3200960178777,-3.33117331075548,8.38979385450871,-55.5404510741461,5.99753414883115,-160.13594154128,5.50357595278299,57.0515596444606,-167.301979652864
PD1_47,0.00011049144813854186,2.8765518375137736e-05,1.8789458382493996e-05,1.6061413355569778e-05,2.060395439721907e-05,6.174281472734534e-05,1.7568401623470817e-05,0.581758506027537,2.671970963252765e-05,2.0844979737518808e-05,3.804304695894151e-05,1.8593992606988425e-05,1.7097084873668554e-05,1.4772982426859487e-05,3.281551758313096e-05,2.2803038630188212e-05,1.603353518624209e-05,2.2795334569434817e-05,2.1013605197135282e-05,2.628369919750797e-05,5.2740095614530446e-05,7.466702404475385e-05,4.596800132655331e-05,1.7122185514489065e-05,0.0004374998551962467,0.0003411449467365795,2.1776436850170214e-05,2.3094609601687498e-05,0.11761385506425208,9.247243409636109e-05,3.839675857204854e-05,0.00016162603140143966,3.353877520415761e-05,7.501332411679011e-05,5.756526595272287e-05,0.07038970564352777,3.5559941081652686e-05,8.398175992884336e-05,4.690500060358665e-05,1.5750942945643967e-05,0.02729598958226377,3.077596832963004e-05,0.00031412007412859484,2.5033296546414577e-05,7.11708754564763e-05,0.024391471866439054,0.00022428427396420416,0.14223334992311457,2.141510231238985e-05,7.626287522390943e-05,2.713346938655104e-05,0.03330191705563336,1.8345977495885594e-05,1.6629457557275298,2.877065819419606,0.5789915481436859,2.4387471177972446,3.022528484349019,1.6629457557275298,-2.818432041897607,-0.24233835385327876,-0.07333532675996848,-0.10627888359029283,2.931355961764438,6.2514156979887e-06,0.232401952147484,0.961955964565277,0.0014446917921304,0.0009433909726794,0.0079687430988997,6,18.2028828571002,-18.8506068156189,0.792872134574662,-1.73670565449593,19.1748652859142,-7.29637349320214,29.6032553334464,10.9826977419395,-32.293586171004,-8.06109671888408,-8.4134791188268,-2.51537105109785,-29.00451682162,-26.9905813208142,150.02078642328,93.6150426106914
